날짜,가격,총반입량,평균기온,강수량,환율,경유가격,lag_1,lag_7,lag_30,ma_7,ma_30
2021-01-30,6522,0.5207408614169254,-1.383391294485691,-0.3313477284107395,-1.9738044568988644,-1.8135798061597044,1.7593306104735749,1.5232526460756375,0.9697813088183781,1.7587223548999862,1.2617114470206863
2021-01-31,6522,0.5207408614169254,-0.9632949287876937,-0.24694651235607246,-1.9738044568988644,-1.8135798061597044,1.7593306104735749,1.5232526460756375,0.9697813088183781,1.7914708932865824,1.2885840018389882
2021-02-01,6526,0.8654836110438072,-0.6956528894086876,0.35893364596703026,-1.9243624738907157,-1.8081459719429924,1.7593306104735749,1.6827724757587081,0.9697813088183781,1.8018125369876128,1.3156954238112304
2021-02-02,6460,0.41300875215852495,-1.6239303425283589,-0.32230474097308126,-1.9296534143474355,-1.8081459719429924,1.7660764343353792,1.7616928125492801,0.9697813088183781,1.7843302345406333,1.3388655377434553
2021-02-03,6460,1.0594014077089282,-1.5358456207640276,-0.23488919571224157,-1.9611078504291015,-1.8081459719429924,1.6547703406156085,1.7616928125492801,0.7789141814751075,1.7668479320936539,1.3688433655629837
2021-02-04,6462,0.47764801771356524,-1.4342094032654638,-0.240917854034157,-1.9655322312813777,-1.8081459719429924,1.6547703406156085,1.7465804076319364,0.7789141814751075,1.7520741553778965,1.3989406269594822
2021-02-05,6441,1.0594014077089282,-1.312245942267187,-0.34039071584839775,-1.9080105861128223,-1.8027121377262807,1.6581432525465105,1.7465804076319364,0.7337088092095961,1.7321295568116222,1.429396189086891
2021-02-06,6441,0.17599811179004368,-0.8210042242897043,-0.34039071584839775,-1.9080105861128223,-1.8027121377262807,1.622727677272038,1.7465804076319364,0.8140739154593942,1.7121849582453497,1.4569853453670136
2021-02-07,6441,0.17599811179004368,-0.8447193417737935,-0.34039071584839775,-1.9080105861128223,-1.8027121377262807,1.622727677272038,1.7465804076319364,0.8140739154593942,1.692240359679077,1.484574501647138
2021-02-08,6453,1.9212582817761328,-1.4748638902648892,-0.34039071584839775,-1.929942264342572,-1.797278303509569,1.622727677272038,1.7532970320396448,0.8140739154593942,1.6742655980082384,1.5128802593890829
2021-02-09,6381,1.167133516967329,-1.4274336553983473,-0.34039071584839775,-1.9349443548041554,-1.791844469292857,1.6429651488574508,1.6424727293124588,0.8140739154593942,1.654813458665825,1.5368864083600986
2021-02-10,6362,0.26218379919676416,-1.234324842151076,-0.34039071584839775,-1.995832421666671,-1.7809768008594333,1.5215403193449737,1.6424727293124588,0.8140739154593942,1.630682956696754,1.5597579383498974
2021-02-11,6362,-2.51730461966997,-0.9870100462717827,-0.34039071584839775,-2.05373920336842,-1.7755429666427216,1.4894976560014033,1.6458310415163129,0.9078332060841587,1.606059995503824,1.579285328184531
2021-02-12,6362,-2.51730461966997,-0.841331467789417,-0.34039071584839775,-2.070668791136587,-1.7701091324260099,1.4894976560014033,1.6105687633758445,0.9195531174122543,1.5866078561614105,1.5983947004997667
2021-02-13,6362,-2.51730461966997,-0.7939012330245114,-0.34039071584839775,-2.070668791136587,-1.7701091324260099,1.4894976560014033,1.6105687633758445,1.0401007767869515,1.5671557168189958,1.6132044640440766
2021-02-14,6362,-2.51730461966997,-0.5228713196611291,-0.3162760826511658,-2.070668791136587,-1.7701091324260099,1.4894976560014033,1.6105687633758445,1.0534949611619178,1.5477035774765808,1.6275364932805043
2021-02-15,6438,0.5638337051202857,-1.1089735072700595,-0.313261753535423,-2.0596066702931717,-1.7592414639925862,1.4894976560014033,1.6307186365989692,1.0534949611619178,1.5440101332976417,1.6464069984418
2021-02-16,6438,-0.9659622463490022,-1.5460092425138838,-0.16254529621097558,-2.070476227679507,-1.7483737955591625,1.6176683093756847,1.509819397260221,1.0534949611619178,1.5580452211776112,1.6652775036030971
2021-02-17,6405,1.2748656262257294,-1.9491662385237631,-0.240917854034157,-2.029884179898152,-1.7429399613424505,1.6176683093756847,1.4779154313236067,1.0970260603805584,1.568633094490572,1.6806247182437717
2021-02-18,6335,-0.10410537228179775,-1.7221786861441826,-0.34039071584839775,-2.0482556898355866,-1.732072292909027,1.5620152625157995,1.4779154313236067,1.110420244755525,1.5619848949684805,1.6913140233826065
2021-02-19,6335,0.1975445336417238,-1.1259128767853959,-0.34039071584839775,-2.0321926520528297,-1.7212046244756034,1.4439633449342242,1.4779154313236067,1.2058538084271602,1.5553366954463892,1.6985994715777906
2021-02-20,6335,0.30527664290012435,-0.4788289587789635,-0.34039071584839775,-2.0321926520528297,-1.7157707902588915,1.4439633449342242,1.4779154313236067,1.4670404037390041,1.5486884959242992,1.696569100769297
2021-02-21,6335,0.30527664290012435,-0.13326581958875502,-0.34039071584839775,-2.0321926520528297,-1.7103369560421797,1.4439633449342242,1.4779154313236067,1.50052586467642,1.542040296402208,1.6933443941911002
2021-02-22,6373,1.0594014077089282,-0.49576832829430006,-0.34039071584839775,-2.0541243399016134,-1.7049031218254678,1.4439633449342242,1.6055312950700633,1.50052586467642,1.5260353716268031,1.6923889255753393
