날짜,평균기온
2021.10.17,6.75
2021.10.18,8.2
2021.10.19,10.3
2021.10.20,9.2
2021.10.21,9.55
2021.10.22,9.6
2021.10.23,10
2021.10.24,10.2
2021.10.25,10.75
2021.10.26,10.4
2021.10.27,12.3
2021.10.28,11.35
2021.10.29,11.65
2021.10.30,10.95
2021.10.31,11.4
2021.11.01,11.75
2021.11.02,10.7
2021.11.03,10.85
2021.11.04,10.6
2021.11.05,10.7
2021.11.06,11.75
2021.11.07,13.4
2021.11.08,9.8
2021.11.09,7.45
2021.11.10,6.9
2021.11.11,7.55
2021.11.12,6.25
2021.11.13,6.3
2021.11.14,8.05
2021.11.15,7.9
2021.11.16,7.1
2021.11.17,6.85
2021.11.18,9
2021.11.19,9.55
2021.11.20,9.3
2021.11.21,9.75
2021.11.22,6.3
2021.11.23,3.1
2021.11.24,5.45
2021.11.25,7.6
2021.11.26,4.8
2021.11.27,3.75
2021.11.28,3.65
2021.11.29,4.95
2021.11.30,4.85
2021.12.01,1.15
2021.12.02,0.95
2021.12.03,4.05
2021.12.04,2.75
2021.12.05,2.7
2021.12.06,4.55
2021.12.07,6
2021.12.08,4.8
2021.12.09,5.45
2021.12.10,6.4
2021.12.11,7.35
2021.12.12,5.4
2021.12.13,-0.8
2021.12.14,0.75
2021.12.15,5.2
2021.12.16,4.85
2021.12.17,-0.75
2021.12.18,-4.8
2021.12.19,0
2021.12.20,3.95
2021.12.21,5.25
2021.12.22,2.85
2021.12.23,1.4
2021.12.24,3.05
2021.12.25,-5.6
2021.12.26,-8.25
2021.12.27,-3.4
2021.12.28,0.2
2021.12.29,1.75
2021.12.30,-0.3
2021.12.31,-3.5
2022.01.01,-4.05
2022.01.02,-1.8
2022.01.03,-1.9
2022.01.04,0.3
2022.01.05,-0.9
2022.01.06,1.2
2022.01.07,-1.75
2022.01.08,-0.25
2022.01.09,1.95
2022.01.10,1.8
2022.01.11,-1.95
2022.01.12,-4.4
2022.01.13,-4
2022.01.14,-4.45
2022.01.15,-1.05
2022.01.16,0.6
2022.01.17,-1.7
2022.01.18,-4
2022.01.19,-2.85
2022.01.20,-2.25
2022.01.21,-2.4
2022.01.22,0.8
2022.01.23,4.95
2022.01.24,3.25
2022.01.25,2.55
2022.01.26,2.5
2022.01.27,1.65
2022.01.28,0.95
2022.01.29,-0.25
2022.01.30,-0.75
2022.01.31,-1
2022.02.01,-0.35
2022.02.02,-0.5
2022.02.03,-0.95
2022.02.04,-1.6
2022.02.05,-4.05
2022.02.06,-2.05
2022.02.07,-0.85
2022.02.08,-0.5
2022.02.09,0.5
2022.02.10,2.9
2022.02.11,1.75
2022.02.12,2.9
2022.02.13,4
2022.02.14,5.1
2022.02.15,-0.75
2022.02.16,-4.55
2022.02.17,-5.45
2022.02.18,-2.25
2022.02.19,1.1
2022.02.20,-3.05
2022.02.21,-0.4
2022.02.22,-1.55
2022.02.23,-2.9
2022.02.24,-1.1
2022.02.25,3.3
2022.02.26,5.6
2022.02.27,5.2
2022.02.28,5.2
2022.03.01,7.8
2022.03.02,5.15
2022.03.03,5.4
2022.03.04,7.8
2022.03.05,5.8
2022.03.06,2.55
2022.03.07,3.25
2022.03.08,5.55
2022.03.09,6.7
2022.03.10,8.75
2022.03.11,11.1
2022.03.12,12.7
2022.03.13,13.25
2022.03.14,9.85
2022.03.15,9.6
2022.03.16,11.15
2022.03.17,7.85
2022.03.18,5.1
2022.03.19,3.35
2022.03.20,5.4
2022.03.21,6.5
2022.03.22,6.65
2022.03.23,4.8
2022.03.24,7.4
2022.03.25,12
2022.03.26,13.35
2022.03.27,11.3
2022.03.28,7.25
2022.03.29,9.2
2022.03.30,12.25
2022.03.31,8.45
2022.04.01,6.7
2022.04.02,7.7
2022.04.03,9
2022.04.04,10.6
2022.04.05,12.35
2022.04.06,14.25
2022.04.07,12.65
2022.04.08,13.2
2022.04.09,17.7
2022.04.10,19
2022.04.11,19.9
2022.04.12,21.05
2022.04.13,10.9
2022.04.14,9.3
2022.04.15,11.05
2022.04.16,11.25
2022.04.17,13.5
2022.04.18,15.3
2022.04.19,15.3
2022.04.20,16.1
2022.04.21,12.7
2022.04.22,17.9
2022.04.23,17.75
2022.04.24,19.15
2022.04.25,20.65
2022.04.26,17.5
2022.04.27,16
2022.04.28,14.6
2022.04.29,10.45
2022.04.30,12.9
2022.05.01,13.65
2022.05.02,11.45
2022.05.03,13.75
2022.05.04,17.65
2022.05.05,18.85
2022.05.06,19.15
2022.05.07,17.3
2022.05.08,15.25
2022.05.09,15.5
2022.05.10,15.15
2022.05.11,19.15
2022.05.12,18.85
2022.05.13,15.45
2022.05.14,17.1
2022.05.15,15.9
2022.05.16,16.8
2022.05.17,18.5
2022.05.18,21.3
2022.05.19,21.3
2022.05.20,20.75
2022.05.21,22.2
2022.05.22,22.4
2022.05.23,22
2022.05.24,23.9
2022.05.25,23.85
2022.05.26,21.35
2022.05.27,21.5
2022.05.28,23
2022.05.29,23.5
2022.05.30,22.05
2022.05.31,22.9
2022.06.01,23.2
2022.06.02,23.55
2022.06.03,21.6
2022.06.04,20.7
2022.06.05,17.3
2022.06.06,17.3
2022.06.07,15.35
2022.06.08,16.85
2022.06.09,19.15
2022.06.10,21.4
2022.06.11,21.15
2022.06.12,20.25
2022.06.13,19.2
2022.06.14,16.45
2022.06.15,18.9
2022.06.16,21.85
2022.06.17,24.2
2022.06.18,26.8
2022.06.19,26.8
2022.06.20,26.8
2022.06.21,26.6
2022.06.22,28.45
2022.06.23,26.9
2022.06.24,26.45
2022.06.25,26.65
2022.06.26,27.05
2022.06.27,26
2022.06.28,28.15
2022.06.29,27.5
2022.06.30,27.65
2022.07.01,28.25
2022.07.02,28.8
2022.07.03,29.2
2022.07.04,28.35
2022.07.05,27.9
2022.07.06,27.3
2022.07.07,29.3
2022.07.08,28.15
2022.07.09,27.7
2022.07.10,27
2022.07.11,24.8
2022.07.12,24.75
2022.07.13,23.55
2022.07.14,26
2022.07.15,26.3
2022.07.16,25.45
2022.07.17,25.6
2022.07.18,22.45
2022.07.19,26.05
2022.07.20,27.65
2022.07.21,24.25
2022.07.22,23.8
2022.07.23,24.2
2022.07.24,25.7
2022.07.25,26.8
2022.07.26,26.15
2022.07.27,25.05
2022.07.28,25.2
2022.07.29,27.65
2022.07.30,27.15
2022.07.31,26.65
2022.08.01,27.85
2022.08.02,28
2022.08.03,28.6
2022.08.04,29.3
2022.08.05,29.45
2022.08.06,30.15
2022.08.07,30.2
2022.08.08,29
2022.08.09,27.95
2022.08.10,26.7
2022.08.11,25.6
2022.08.12,28.1
2022.08.13,25.95
2022.08.14,27.9
2022.08.15,29.65
2022.08.16,25.55
2022.08.17,25
2022.08.18,24.7
2022.08.19,26.3
2022.08.20,26
2022.08.21,25.15
2022.08.22,24.95
2022.08.23,24.05
2022.08.24,21.8
2022.08.25,23.45
2022.08.26,23.35
2022.08.27,21.75
2022.08.28,20.4
2022.08.29,19.95
2022.08.30,19.85
2022.08.31,20.5
2022.09.01,21.05
2022.09.02,21.25
2022.09.03,21.3
2022.09.04,23.8
2022.09.05,24.1
2022.09.06,21.1
2022.09.07,20.4
2022.09.08,20.4
2022.09.09,20.5
2022.09.10,20.4
2022.09.11,22
2022.09.12,21.45
2022.09.13,23.1
2022.09.14,23.2
2022.09.15,22.65
2022.09.16,23.15
2022.09.17,25.45
2022.09.18,25.15
2022.09.19,22.2
2022.09.20,17.35
2022.09.21,16
2022.09.22,17.5
2022.09.23,19.2
2022.09.24,17.1
2022.09.25,17.15
2022.09.26,17.4
2022.09.27,18.85
2022.09.28,18.1
2022.09.29,18.95
2022.09.30,19.1
2022.10.01,18.85
2022.10.02,19.8
2022.10.03,22.55
2022.10.04,19.35
2022.10.05,15.45
2022.10.06,16.8
2022.10.07,14.9
2022.10.08,13.2
2022.10.09,13.7
2022.10.10,12.5
2022.10.11,11.6
2022.10.12,12.25
2022.10.13,14.55
2022.10.14,14.95
2022.10.15,16.9
2022.10.16,17.4
2022.10.17,14.25
2022.10.18,9.35
2022.10.19,8.2
2022.10.20,9.85
2022.10.21,12.5
2022.10.22,14.3
2022.10.23,13.2
2022.10.24,10.65
2022.10.25,9.5
2022.10.26,10.6
2022.10.27,12.5
2022.10.28,11.9
2022.10.29,12.25
2022.10.30,11.7
2022.10.31,11.2
2022.11.01,11.7
2022.11.02,10.75
2022.11.03,10.15
2022.11.04,8
2022.11.05,5.6
2022.11.06,6.25
2022.11.07,7.7
2022.11.08,9.25
2022.11.09,9.75
2022.11.10,10.75
2022.11.11,12.2
2022.11.12,15.95
2022.11.13,15.2
2022.11.14,10.55
2022.11.15,7.7
2022.11.16,7.5
2022.11.17,7.2
2022.11.18,7.9
2022.11.19,9.6
2022.11.20,10.7
2022.11.21,10.45
2022.11.22,10.85
2022.11.23,11.9
2022.11.24,7.1
2022.11.25,8
2022.11.26,8.8
2022.11.27,6
2022.11.28,10.05
2022.11.29,11.45
2022.11.30,-0.95
2022.12.01,-2.2
2022.12.02,-1.65
2022.12.03,2
2022.12.04,2.15
2022.12.05,0.2
2022.12.06,0.15
2022.12.07,2.95
2022.12.08,2.95
2022.12.09,2
2022.12.10,3.1
2022.12.11,2.8
2022.12.12,3.15
2022.12.13,3.35
2022.12.14,-5.1
2022.12.15,-3.15
2022.12.16,-1.15
2022.12.17,-3.5
2022.12.18,-6.85
2022.12.19,-5.05
2022.12.20,-2.9
2022.12.21,-1.15
2022.12.22,-3.95
2022.12.23,-7.3
2022.12.24,-6.85
2022.12.25,-3.75
2022.12.26,-2.95
2022.12.27,-1.9
2022.12.28,-0.8
2022.12.29,-1.45
2022.12.30,-1.55
2022.12.31,-0.1
2023.01.01,1.6
2023.01.02,-1
2023.01.03,-2.2
2023.01.04,-1.2
2023.01.05,-1.1
2023.01.06,0.05
2023.01.07,1.6
2023.01.08,0.35
2023.01.09,1.65
2023.01.10,1.4
2023.01.11,2.4
2023.01.12,4.5
2023.01.13,8.8
2023.01.14,7.75
2023.01.15,2.9
2023.01.16,-1.3
2023.01.17,-1.7
2023.01.18,-0.35
2023.01.19,-1.25
2023.01.20,-0.25
2023.01.21,-3.55
2023.01.22,-1.3
2023.01.23,1.85
2023.01.24,-9.05
2023.01.25,-9.9
2023.01.26,-5.85
2023.01.27,-4.75
2023.01.28,-4.95
2023.01.29,-0.6
2023.01.30,-0.4
2023.01.31,-0.3
2023.02.01,2.75
2023.02.02,-0.1
2023.02.03,0.7
2023.02.04,-0.05
2023.02.05,-0.3
2023.02.06,2.15
2023.02.07,3.15
2023.02.08,2.35
2023.02.09,2.6
2023.02.10,3.55
2023.02.11,1.95
2023.02.12,3.35
2023.02.13,5.5
2023.02.14,3.35
2023.02.15,1.6
2023.02.16,2.8
2023.02.17,3.85
2023.02.18,5.75
2023.02.19,6.3
2023.02.20,1.6
2023.02.21,-0.4
2023.02.22,2.45
2023.02.23,6.05
2023.02.24,5.35
2023.02.25,2.25
2023.02.26,2.2
2023.02.27,4.65
2023.02.28,7
2023.03.01,7.4
2023.03.02,3.3
2023.03.03,5.3
2023.03.04,6.4
2023.03.05,6.95
2023.03.06,8.65
2023.03.07,11.45
2023.03.08,12.85
2023.03.09,12.85
2023.03.10,12.55
2023.03.11,15
2023.03.12,8.4
2023.03.13,4.05
2023.03.14,8.75
2023.03.15,12.2
2023.03.16,9.1
2023.03.17,8
2023.03.18,9.55
2023.03.19,9.2
2023.03.20,10.4
2023.03.21,13.1
2023.03.22,15.2
2023.03.23,14.1
2023.03.24,11.35
2023.03.25,9.25
2023.03.26,10.4
2023.03.27,8.15
2023.03.28,9.45
2023.03.29,11.2
2023.03.30,13.65
2023.03.31,14.45
2023.04.01,13.5
2023.04.02,12.35
2023.04.03,12.25
2023.04.04,14.15
2023.04.05,14.25
2023.04.06,12.5
2023.04.07,11.5
2023.04.08,9.15
2023.04.09,11.45
2023.04.10,13.45
2023.04.11,16.75
2023.04.12,13.35
2023.04.13,14.45
2023.04.14,14.8
2023.04.15,11.75
2023.04.16,9.95
2023.04.17,12.45
2023.04.18,13.45
2023.04.19,17.2
2023.04.20,20.65
2023.04.21,14.4
2023.04.22,12.7
2023.04.23,12.3
2023.04.24,11.75
2023.04.25,8.3
2023.04.26,11.6
2023.04.27,13.4
2023.04.28,17
2023.04.29,15.85
2023.04.30,14.85
2023.05.01,15.25
2023.05.02,15.2
2023.05.03,18
2023.05.04,18.85
2023.05.05,18.6
2023.05.06,12.6
2023.05.07,11.2
2023.05.08,12.7
2023.05.09,16.1
2023.05.10,17.5
2023.05.11,16.3
2023.05.12,17.75
2023.05.13,17.5
2023.05.14,17.95
2023.05.15,20.05
2023.05.16,23.4
2023.05.17,23.8
2023.05.18,17.95
2023.05.19,18.2
2023.05.20,19.75
2023.05.21,21.4
2023.05.22,17.15
2023.05.23,17.4
2023.05.24,18.05
2023.05.25,20.45
2023.05.26,21.45
2023.05.27,22.4
2023.05.28,20.9
2023.05.29,19.8
2023.05.30,18.6
2023.05.31,19.35
2023.06.01,18
2023.06.02,22.95
2023.06.03,21.7
2023.06.04,22.15
2023.06.05,22.2
2023.06.06,21.9
2023.06.07,22.7
2023.06.08,23.1
2023.06.09,23.4
2023.06.10,22.4
2023.06.11,22.4
2023.06.12,21.75
2023.06.13,22.5
2023.06.14,20.75
2023.06.15,19.8
2023.06.16,23.7
2023.06.17,26.05
2023.06.18,25.65
2023.06.19,24
2023.06.20,21.9
2023.06.21,20.7
2023.06.22,23.15
2023.06.23,23.9
2023.06.24,23.95
2023.06.25,24.05
2023.06.26,23.5
2023.06.27,26.8
2023.06.28,24.8
2023.06.29,25.15
2023.06.30,23.4
2023.07.01,25.2
2023.07.02,26.6
2023.07.03,26.35
2023.07.04,24.85
2023.07.05,26.2
2023.07.06,26.1
2023.07.07,20.95
2023.07.08,22.85
2023.07.09,25.75
2023.07.10,26.95
2023.07.11,24.3
2023.07.12,26.5
2023.07.13,25.65
2023.07.14,25.2
2023.07.15,25.8
2023.07.16,24.5
2023.07.17,26.45
2023.07.18,23.4
2023.07.19,25
2023.07.20,26.5
2023.07.21,25.65
2023.07.22,25.4
2023.07.23,26.9
2023.07.24,26.55
2023.07.25,26.45
2023.07.26,25
2023.07.27,26.5
2023.07.28,28.8
2023.07.29,29.05
2023.07.30,29.1
2023.07.31,28.2
2023.08.01,28.65
2023.08.02,28.85
2023.08.03,30
2023.08.04,29.75
2023.08.05,30
2023.08.06,29.3
2023.08.07,28.8
2023.08.08,27.6
2023.08.09,24.9
2023.08.10,23.9
2023.08.11,27
2023.08.12,25.9
2023.08.13,26.45
2023.08.14,26.6
2023.08.15,26.3
2023.08.16,26.15
2023.08.17,25.45
2023.08.18,25.25
2023.08.19,27.6
2023.08.20,27.75
2023.08.21,28.65
2023.08.22,28.6
2023.08.23,28.35
2023.08.24,24.75
2023.08.25,26.35
2023.08.26,25.65
2023.08.27,25.15
2023.08.28,25.3
2023.08.29,26.25
2023.08.30,24.35
2023.08.31,23.9
2023.09.01,23.9
2023.09.02,24.05
2023.09.03,25.65
2023.09.04,25.65
2023.09.05,25.45
2023.09.06,24.55
2023.09.07,22.85
2023.09.08,22.55
2023.09.09,22.2
2023.09.10,22.6
2023.09.11,24.45
2023.09.12,25.1
2023.09.13,23.4
2023.09.14,22.35
2023.09.15,22.25
2023.09.16,23.2
2023.09.17,24.25
2023.09.18,25.55
2023.09.19,23.85
2023.09.20,21.35
2023.09.21,19.45
2023.09.22,19.9
2023.09.23,19.3
2023.09.24,19.95
2023.09.25,20.75
2023.09.26,20.4
2023.09.27,22.25
2023.09.28,22.35
2023.09.29,20.4
2023.09.30,18.6
2023.10.01,17.8
2023.10.02,15.75
2023.10.03,15.25
2023.10.04,17.2
2023.10.05,14.75
2023.10.06,14.6
2023.10.07,16.05
2023.10.08,16.45
2023.10.09,16.35
2023.10.10,16.6
2023.10.11,15.05
2023.10.12,14.9
2023.10.13,16.05
2023.10.14,15.2
2023.10.15,14.6
2023.10.16,14.35
2023.10.17,12.45
2023.10.18,13.55
2023.10.19,15.2
2023.10.20,12.95
2023.10.21,10.05
2023.10.22,10.7
2023.10.23,12.75
2023.10.24,12.85
2023.10.25,14
2023.10.26,15
2023.10.27,12.45
2023.10.28,12.05
2023.10.29,11.85
2023.10.30,12.25
2023.10.31,12.95
2023.11.01,14.15
2023.11.02,16.6
2023.11.03,17.4
2023.11.04,17
2023.11.05,18.95
2023.11.06,17.6
2023.11.07,9.95
2023.11.08,8.45
2023.11.09,12.65
2023.11.10,9.75
2023.11.11,4.7
2023.11.12,3.25
2023.11.13,3.3
2023.11.14,5.2
2023.11.15,5.1
2023.11.16,4.4
2023.11.17,4.55
2023.11.18,2.05
2023.11.19,7.65
2023.11.20,6.4
2023.11.21,5.7
2023.11.22,7.55
2023.11.23,13
2023.11.24,2.7
2023.11.25,-0.2
2023.11.26,3.7
2023.11.27,5.95
2023.11.28,4.65
2023.11.29,2.75
2023.11.30,-1.2
2023.12.01,-0.2
2023.12.02,2.25
2023.12.03,2.9
2023.12.04,2.1
2023.12.05,3.8
2023.12.06,4.75
2023.12.07,6.3
2023.12.08,6.9
2023.12.09,9.85
2023.12.10,9.45
2023.12.11,11.65
2023.12.12,7.7
2023.12.13,6.55
2023.12.14,8.05
2023.12.15,7.6
2023.12.16,1
2023.12.17,-6.1
2023.12.18,-4.05
2023.12.19,-1.05
2023.12.20,-3.25
2023.12.21,-7.5
2023.12.22,-7.6
2023.12.23,-5.15
2023.12.24,-2.9
2023.12.25,-1.8
2023.12.26,1.4
2023.12.27,2.3
2023.12.28,1.85
2023.12.29,1.4
2023.12.30,1.95
2023.12.31,3.75
2024.01.01,3.55
2024.01.02,4.55
2024.01.03,3.35
2024.01.04,1.5
2024.01.05,2.65
2024.01.06,1.9
2024.01.07,-1.35
2024.01.08,-3.45
2024.01.09,-1.3
2024.01.10,2.05
2024.01.11,1
2024.01.12,3.05
2024.01.13,0.65
2024.01.14,2.95
2024.01.15,0.85
2024.01.16,-0.45
2024.01.17,1.5
2024.01.18,5.1
2024.01.19,5.1
2024.01.20,4.85
2024.01.21,4.8
2024.01.22,-2.8
2024.01.23,-8.25
2024.01.24,-6.7
2024.01.25,-3.9
2024.01.26,-0.25
2024.01.27,0.85
2024.01.28,0.3
2024.01.29,-0.65
2024.01.30,0.75
2024.01.31,5.75
2024.02.01,4.5
2024.02.02,3.45
2024.02.03,3.9
2024.02.04,4.9
2024.02.05,4.1
2024.02.06,1.95
2024.02.07,1.9
2024.02.08,1.2
2024.02.09,2
2024.02.10,2.1
2024.02.11,1.45
2024.02.12,3.15
2024.02.13,6.9
2024.02.14,9.05
2024.02.15,7.3
2024.02.16,2.8
2024.02.17,4.35
2024.02.18,7.55
2024.02.19,13.7
2024.02.20,6.4
2024.02.21,4
2024.02.22,1.85
2024.02.23,1.8
2024.02.24,2.55
2024.02.25,3.35
2024.02.26,3.85
2024.02.27,2.4
2024.02.28,3.65
2024.02.29,3
2024.03.01,-0.3
2024.03.02,-1.1
2024.03.03,5
2024.03.04,6.4
2024.03.05,6.05
2024.03.06,5.55
2024.03.07,4.15
2024.03.08,3.5
2024.03.09,2.25
2024.03.10,3.8
2024.03.11,6.35
2024.03.12,4.55
2024.03.13,6.25
2024.03.14,7.65
2024.03.15,10.7
2024.03.16,12.7
2024.03.17,11.4
2024.03.18,7.65
2024.03.19,8.6
2024.03.20,4.7
2024.03.21,4.45
2024.03.22,8.75
2024.03.23,14.05
2024.03.24,10.55
2024.03.25,8.9
2024.03.26,6.45
2024.03.27,8.1
2024.03.28,8.75
2024.03.29,12.2
2024.03.30,11.05
2024.03.31,11.55
2024.04.01,12.7
2024.04.02,14.1
2024.04.03,11.65
2024.04.04,11.65
2024.04.05,12.35
2024.04.06,13.2
2024.04.07,15.6
2024.04.08,16.65
2024.04.09,11.1
2024.04.10,11.1
2024.04.11,14.25
2024.04.12,16.45
2024.04.13,18.05
2024.04.14,18.4
2024.04.15,15.05
2024.04.16,16
2024.04.17,15.35
2024.04.18,16.35
2024.04.19,18.8
2024.04.20,14.3
2024.04.21,14.7
2024.04.22,14.6
2024.04.23,13.65
2024.04.24,13.2
2024.04.25,16.7
2024.04.26,16.8
2024.04.27,19.15
2024.04.28,18.05
2024.04.29,14.35
2024.04.30,15.75
2024.05.01,13.25
2024.05.02,14.4
2024.05.03,17.55
2024.05.04,18.75
2024.05.05,17.3
2024.05.06,18.55
2024.05.07,13.15
2024.05.08,12.4
2024.05.09,15.35
2024.05.10,19.2
2024.05.11,19.35
2024.05.12,18.6
2024.05.13,17.05
2024.05.14,18.45
2024.05.15,16.9
2024.05.16,13.45
2024.05.17,17.6
2024.05.18,20.05
2024.05.19,20.9
2024.05.20,19.35
2024.05.21,16.85
2024.05.22,19.75
2024.05.23,23.35
2024.05.24,19.45
2024.05.25,19
2024.05.26,20.15
2024.05.27,20.6
2024.05.28,17.25
2024.05.29,19.5
2024.05.30,20.35
2024.05.31,22.45
2024.06.01,20.15
2024.06.02,18.3
2024.06.03,18.7
2024.06.04,18.8
2024.06.05,20.2
2024.06.06,20.7
2024.06.07,22.65
2024.06.08,20.15
2024.06.09,22.6
2024.06.10,25.05
2024.06.11,26.35
2024.06.12,26.3
2024.06.13,26.35
2024.06.14,26.45
2024.06.15,24.7
2024.06.16,24.7
2024.06.17,23.15
2024.06.18,26.4
2024.06.19,27.75
2024.06.20,24.7
2024.06.21,25.2
2024.06.22,22.8
