날짜,Average_Value
2023.02.14,1.7666666666666668
2023.02.15,2.1666666666666665
2023.02.16,2.433333333333333
2023.02.17,2.966666666666667
2023.02.18,6.5
2023.02.19,3.8333333333333335
2023.02.20,0.7333333333333334
2023.02.21,-1.1333333333333333
2023.02.22,1.2999999999999998
2023.02.23,3.1333333333333333
2023.02.24,3.766666666666667
2023.02.25,1.0333333333333334
2023.02.26,1.5666666666666664
2023.02.27,2.5
2023.02.28,4.8
2023.03.01,6.333333333333333
2023.03.02,2.733333333333333
2023.03.03,3.266666666666667
2023.03.04,5.133333333333333
2023.03.05,6.066666666666666
2023.03.06,7.1000000000000005
2023.03.07,10.733333333333334
2023.03.08,12.799999999999999
2023.03.09,11.9
2023.03.10,11.966666666666667
2023.03.11,14.033333333333331
2023.03.12,6.8
2023.03.13,3.533333333333333
2023.03.14,8.066666666666668
2023.03.15,10.6
2023.03.16,6.5
2023.03.17,6.866666666666667
2023.03.18,7.833333333333335
2023.03.19,7.366666666666666
2023.03.20,7.833333333333333
2023.03.21,12.266666666666666
2023.03.22,14.933333333333332
2023.03.23,13.299999999999999
2023.03.24,9.533333333333333
2023.03.25,10.233333333333333
2023.03.26,9.133333333333333
2023.03.27,6.599999999999999
2023.03.28,7.733333333333334
2023.03.29,10.066666666666668
2023.03.30,11.699999999999998
2023.03.31,12.6
2023.04.01,14.066666666666668
2023.04.02,15.5
2023.04.03,15.633333333333335
2023.04.04,15.433333333333332
2023.04.05,12.766666666666666
2023.04.06,9.166666666666666
2023.04.07,8.6
2023.04.08,8.266666666666666
2023.04.09,9.266666666666667
2023.04.10,12.133333333333333
2023.04.11,14.4
2023.04.12,10.633333333333333
2023.04.13,11.233333333333334
2023.04.14,14.233333333333334
2023.04.15,12.566666666666668
2023.04.16,11.066666666666668
2023.04.17,13.1
2023.04.18,15.299999999999999
2023.04.19,18.5
2023.04.20,17.46666666666667
2023.04.21,16.966666666666665
2023.04.22,15.866666666666667
2023.04.23,14.666666666666666
2023.04.24,14.266666666666666
2023.04.25,9.833333333333334
2023.04.26,8.966666666666667
2023.04.27,11.199999999999998
2023.04.28,15.600000000000001
2023.04.29,13.700000000000001
2023.04.30,12.966666666666667
2023.05.01,14.0
2023.05.02,15.700000000000001
2023.05.03,18.0
2023.05.04,19.299999999999997
2023.05.05,19.666666666666668
2023.05.06,14.466666666666667
2023.05.07,12.633333333333335
2023.05.08,13.4
2023.05.09,14.666666666666666
2023.05.10,16.433333333333334
2023.05.11,17.333333333333332
2023.05.12,17.233333333333334
2023.05.13,17.066666666666666
2023.05.14,17.033333333333335
2023.05.15,18.8
2023.05.16,21.933333333333337
2023.05.17,22.366666666666664
2023.05.18,19.1
2023.05.19,20.3
2023.05.20,19.133333333333333
2023.05.21,17.466666666666665
2023.05.22,16.933333333333334
2023.05.23,17.7
2023.05.24,18.5
2023.05.25,20.066666666666666
2023.05.26,21.066666666666666
2023.05.27,20.866666666666667
2023.05.28,21.066666666666666
2023.05.29,20.833333333333332
2023.05.30,21.266666666666666
2023.05.31,21.666666666666668
2023.06.01,20.8
2023.06.02,20.833333333333332
2023.06.03,21.266666666666666
2023.06.04,20.933333333333334
2023.06.05,20.433333333333334
2023.06.06,19.933333333333334
2023.06.07,20.400000000000002
2023.06.08,21.366666666666664
2023.06.09,22.666666666666668
2023.06.10,22.96666666666667
2023.06.11,22.133333333333336
2023.06.12,21.85
2023.06.13,21.6
2023.06.14,20.9
2023.06.15,21.200000000000003
2023.06.16,23.049999999999997
2023.06.17,23.35
2023.06.18,23.833333333333332
2023.06.19,24.96666666666667
2023.06.20,22.900000000000002
2023.06.21,21.033333333333335
2023.06.22,22.200000000000003
2023.06.23,23.766666666666666
2023.06.24,24.46666666666667
2023.06.25,24.433333333333334
2023.06.26,24.299999999999997
2023.06.27,25.066666666666663
2023.06.28,24.233333333333334
2023.06.29,24.53333333333333
2023.06.30,24.433333333333334
2023.07.01,25.766666666666666
2023.07.02,25.76666666666667
2023.07.03,26.53333333333333
2023.07.04,24.46666666666667
2023.07.05,24.53333333333333
2023.07.06,25.96666666666667
2023.07.07,23.599999999999998
2023.07.08,24.633333333333336
2023.07.09,25.566666666666666
2023.07.10,26.900000000000002
2023.07.11,24.399999999999995
2023.07.12,25.73333333333333
2023.07.13,25.766666666666666
2023.07.14,25.5
2023.07.15,24.633333333333336
2023.07.16,24.3
2023.07.17,25.833333333333332
2023.07.18,24.03333333333333
2023.07.19,25.399999999999995
2023.07.20,25.600000000000005
2023.07.21,26.73333333333333
2023.07.22,25.166666666666668
2023.07.23,25.566666666666666
2023.07.24,26.133333333333336
2023.07.25,26.899999999999995
2023.07.26,26.599999999999998
2023.07.27,27.833333333333332
2023.07.28,28.2
2023.07.29,28.7
2023.07.30,27.933333333333334
2023.07.31,27.8
2023.08.01,28.599999999999998
2023.08.02,28.700000000000003
2023.08.03,28.599999999999998
2023.08.04,29.03333333333333
2023.08.05,29.366666666666664
2023.08.06,28.86666666666667
2023.08.07,28.400000000000002
2023.08.08,29.7
2023.08.09,27.066666666666666
2023.08.10,23.2
2023.08.11,25.566666666666666
2023.08.12,24.900000000000002
2023.08.13,26.76666666666667
2023.08.14,27.7
2023.08.15,27.466666666666665
2023.08.16,27.066666666666666
2023.08.17,26.733333333333334
2023.08.18,27.233333333333334
2023.08.19,27.900000000000002
2023.08.20,27.833333333333332
2023.08.21,28.36666666666667
2023.08.22,27.566666666666663
2023.08.23,25.3
2023.08.24,25.03333333333333
2023.08.25,25.73333333333333
2023.08.26,24.733333333333334
2023.08.27,25.833333333333332
2023.08.28,25.566666666666666
2023.08.29,25.2
2023.08.30,21.96666666666667
2023.08.31,23.099999999999998
2023.09.01,23.7
2023.09.02,24.366666666666664
2023.09.03,26.3
2023.09.04,26.566666666666666
2023.09.05,26.666666666666668
2023.09.06,25.900000000000002
2023.09.07,24.433333333333334
2023.09.08,23.0
2023.09.09,23.600000000000005
2023.09.10,24.200000000000003
2023.09.11,24.5
2023.09.12,24.333333333333332
2023.09.13,21.766666666666666
2023.09.14,22.233333333333334
2023.09.15,23.066666666666666
2023.09.16,23.53333333333333
2023.09.17,24.7
2023.09.18,24.233333333333334
2023.09.19,23.099999999999998
2023.09.20,22.100000000000005
2023.09.21,20.0
2023.09.22,19.133333333333336
2023.09.23,19.666666666666668
2023.09.24,21.166666666666668
2023.09.25,21.766666666666666
2023.09.26,22.166666666666668
2023.09.27,22.233333333333334
2023.09.28,22.333333333333332
2023.09.29,20.53333333333333
2023.09.30,18.866666666666667
2023.10.01,18.666666666666668
2023.10.02,17.0
2023.10.03,16.033333333333335
2023.10.04,17.2
2023.10.05,15.5
2023.10.06,15.1
2023.10.07,15.666666666666666
2023.10.08,17.266666666666666
2023.10.09,17.266666666666666
2023.10.10,16.5
2023.10.11,16.266666666666666
2023.10.12,16.333333333333332
2023.10.13,16.433333333333334
2023.10.14,15.199999999999998
2023.10.15,15.533333333333331
2023.10.16,14.866666666666665
2023.10.17,12.833333333333334
2023.10.18,13.633333333333335
2023.10.19,15.633333333333335
2023.10.20,13.033333333333331
2023.10.21,10.933333333333332
2023.10.22,11.566666666666668
2023.10.23,13.433333333333332
2023.10.24,13.333333333333334
2023.10.25,14.766666666666666
2023.10.26,16.366666666666667
2023.10.27,14.5
2023.10.28,12.533333333333333
2023.10.29,13.0
2023.10.30,13.266666666666666
2023.10.31,13.233333333333334
2023.11.01,17.6
2023.11.02,19.466666666666665
2023.11.03,18.6
2023.11.04,18.8
2023.11.05,19.533333333333335
2023.11.06,15.666666666666666
2023.11.07,9.233333333333333
2023.11.08,8.5
2023.11.09,13.266666666666666
2023.11.10,7.233333333333333
2023.11.11,4.133333333333333
2023.11.12,4.2
2023.11.13,4.3
2023.11.14,6.3999999999999995
