날짜,경유가격
2021-05-16,1337
2021-05-17,1338
2021-05-18,1339
2021-05-19,1340
2021-05-20,1341
2021-05-21,1342
2021-05-22,1342
2021-05-23,1342
2021-05-24,1343
2021-05-25,1344
2021-05-26,1345
2021-05-27,1346
2021-05-28,1347
2021-05-29,1347
2021-05-30,1348
2021-05-31,1349
2021-06-01,1351
2021-06-02,1352
2021-06-03,1353
2021-06-04,1355
2021-06-05,1357
2021-06-06,1357
2021-06-07,1359
2021-06-08,1361
2021-06-09,1363
2021-06-10,1364
2021-06-11,1366
2021-06-12,1368
2021-06-13,1369
2021-06-14,1371
2021-06-15,1373
2021-06-16,1375
2021-06-17,1377
2021-06-18,1378
2021-06-19,1380
2021-06-20,1380
2021-06-21,1382
2021-06-22,1384
2021-06-23,1386
2021-06-24,1388
2021-06-25,1390
2021-06-26,1392
2021-06-27,1393
2021-06-28,1395
2021-06-29,1398
2021-06-30,1399
2021-07-01,1403
2021-07-02,1405
2021-07-03,1406
2021-07-04,1407
2021-07-05,1409
2021-07-06,1411
2021-07-07,1414
2021-07-08,1416
2021-07-09,1418
2021-07-10,1420
2021-07-11,1420
2021-07-12,1422
2021-07-13,1424
2021-07-14,1426
2021-07-15,1427
2021-07-16,1429
2021-07-17,1430
2021-07-18,1431
2021-07-19,1432
2021-07-20,1433
2021-07-21,1434
2021-07-22,1434
2021-07-23,1435
2021-07-24,1435
2021-07-25,1435
2021-07-26,1436
2021-07-27,1436
