날짜,평균기온
2024-06-12,26.15
2024-06-13,25.15
2024-06-14,24.9
2024-06-15,24.2
2024-06-16,24.05
2024-06-17,24.85
2024-06-18,25.55
2024-06-19,26.7
2024-06-20,25.1
2024-06-21,24.85
2024-06-22,23.05
2024-06-23,23.1
2024-06-24,23.95
2024-06-25,23.4
2024-06-26,23.8
2024-06-27,23.45
2024-06-28,25.1
2024-06-29,25.35
2024-06-30,23.95
2024-07-01,26.15
2024-07-02,24.55
2024-07-03,26.75
2024-07-04,27.65
2024-07-05,27.7
2024-07-06,28.2
2024-07-07,27.1
2024-07-08,25.75
2024-07-09,25.45
2024-07-10,24.0
2024-07-11,24.65
2024-07-12,25.25
2024-07-13,24.3
2024-07-14,23.45
2024-07-15,23.6
2024-07-16,25.15
2024-07-17,27.1
2024-07-18,26.4
2024-07-19,27.5
2024-07-20,28.9
2024-07-21,28.9
2024-07-22,29.85
2024-07-23,29.6
2024-07-24,30.1
2024-07-25,30.15
2024-07-26,28.35
2024-07-27,29.45
2024-07-28,30.75
2024-07-29,30.25
2024-07-30,30.05
2024-07-31,30.9
2024-08-01,31.25
2024-08-02,31.05
2024-08-03,31.0
2024-08-04,29.5
2024-08-05,28.65
2024-08-06,29.0
2024-08-07,29.95
2024-08-08,28.95
2024-08-09,29.0
2024-08-10,28.8
2024-08-11,28.95
2024-08-12,28.25
2024-08-13,27.8
2024-08-14,27.9
2024-08-15,27.6
2024-08-16,27.55
2024-08-17,27.45
2024-08-18,28.15
2024-08-19,28.95
2024-08-20,28.55
2024-08-21,29.0
2024-08-22,30.0
2024-08-23,29.55
2024-08-24,28.9
2024-08-25,27.55
2024-08-26,26.75
2024-08-27,26.2
2024-08-28,26.7
2024-08-29,28.4
2024-08-30,26.45
2024-08-31,25.5
2024-09-01,27.0
2024-09-02,24.55
2024-09-03,24.65
2024-09-04,25.2
2024-09-05,27.55
2024-09-06,25.2
2024-09-07,24.85
2024-09-08,25.75
2024-09-09,26.5
2024-09-10,28.3
2024-09-11,26.9
2024-09-12,25.3
2024-09-13,26.15
2024-09-14,25.6
2024-09-15,25.15
2024-09-16,24.95
2024-09-17,27.2
2024-09-18,26.55
2024-09-19,27.2
2024-09-20,25.95
2024-09-21,22.5
2024-09-22,20.05
2024-09-23,20.25
2024-09-24,20.35
2024-09-25,21.8
2024-09-26,23.0
2024-09-27,22.25
2024-09-28,22.0
2024-09-29,21.85
2024-09-30,22.35
2024-10-01,21.1
2024-10-02,16.45
2024-10-03,14.25
2024-10-04,16.35
2024-10-05,17.65
2024-10-06,17.25
2024-10-07,17.25
2024-10-08,16.5
2024-10-09,17.65
2024-10-10,17.65
2024-10-11,17.65
2024-10-12,17.95
2024-10-13,18.5
2024-10-14,19.85
2024-10-15,20.95
2024-10-16,19.3
2024-10-17,18.95
2024-10-18,20.35
2024-10-19,16.65
2024-10-20,14.1
2024-10-21,16.9
2024-10-22,17.5
2024-10-23,15.95
2024-10-24,14.1
2024-10-25,15.6
2024-10-26,16.9
2024-10-27,17.0
2024-10-28,14.85
2024-10-29,15.1
2024-10-30,15.25
2024-10-31,16.45
2024-11-01,15.65
2024-11-02,16.7
2024-11-03,16.55
2024-11-04,16.5
2024-11-05,12.15
2024-11-06,9.8
2024-11-07,9.8
2024-11-08,11.85
2024-11-09,12.45
2024-11-10,15.1
2024-11-11,14.15
2024-11-12,15.25
2024-11-13,14.15
2024-11-14,16.75
2024-11-15,16.65
2024-11-16,19.15
2024-11-17,12.85
2024-11-18,5.4
2024-11-19,7.1
2024-11-20,10.7
2024-11-21,9.95
2024-11-22,8.95
2024-11-23,5.8
2024-11-24,8.1
2024-11-25,12.0
2024-11-26,9.75
2024-11-27,4.2
2024-11-28,5.4
2024-11-29,5.95
2024-11-30,7.7
2024-12-01,9.0
2024-12-02,10.55
2024-12-03,5.7
2024-12-04,4.25
2024-12-05,6.25
2024-12-06,6.05
2024-12-07,2.85
2024-12-08,2.8
2024-12-09,3.65
2024-12-10,4.7
2024-12-11,4.85
2024-12-12,4.3
2024-12-13,3.35
2024-12-14,1.9
2024-12-15,4.15
2024-12-16,3.15
2024-12-17,2.45
2024-12-18,1.45
2024-12-19,1.4
2024-12-20,2.75
2024-12-21,3.3
2024-12-22,0.6
2024-12-23,2.4
2024-12-24,3.4
2024-12-25,3.35
2024-12-26,4.4
2024-12-27,1.75
2024-12-28,0.5
2024-12-29,3.2
2024-12-30,6.6
2024-12-31,4.35
2025-01-01,3.2
2025-01-02,2.95
2025-01-03,1.25
2025-01-04,2.1
2025-01-05,3.9
2025-01-06,3.2
2025-01-07,0.9
2025-01-08,1.2
2025-01-09,-5.1
2025-01-10,-3.9
2025-01-11,-1.35
2025-01-12,0.15
2025-01-13,1.3
2025-01-14,4.65
2025-01-15,0.35
2025-01-16,1.55
2025-01-17,2.3
2025-01-18,3.1
2025-01-19,4.15
2025-01-20,3.5
2025-01-21,3.25
2025-01-22,3.9
2025-01-23,3.1
2025-01-24,2.7
2025-01-25,3.0
2025-01-26,3.35
2025-01-27,1.85
2025-01-28,-0.8
2025-01-29,-1.3
2025-01-30,0.15
2025-01-31,3.8
2025-02-01,4.3
2025-02-02,3.95
2025-02-03,0.45
2025-02-04,-4.05
2025-02-05,-4.5
2025-02-06,-2.7
2025-02-07,-4.3
2025-02-08,-3.95
2025-02-09,-1.3
2025-02-10,-0.2
2025-02-11,3.1
2025-02-12,5.35
2025-02-13,2.35
2025-02-14,4.9
2025-02-15,5.15
2025-02-16,6.6
2025-02-17,2.55
2025-02-18,0.85
2025-02-19,0.15
2025-02-20,-0.3
2025-02-21,0.35
2025-02-22,-0.2
2025-02-23,-0.4
2025-02-24,1.1
2025-02-25,2.95
2025-02-26,5.05
2025-02-27,7.65
2025-02-28,10.7
2025-03-01,10.85
2025-03-02,9.9
2025-03-03,3.95
2025-03-04,3.7
2025-03-05,3.75
2025-03-06,4.05
2025-03-07,4.35
2025-03-08,5.9
2025-03-09,5.85
2025-03-10,8.75
2025-03-11,10.45
2025-03-12,11.35
2025-03-13,10.25
2025-03-14,10.0
2025-03-15,8.2
2025-03-16,4.75
2025-03-17,3.0
2025-03-18,2.1
2025-03-19,2.85
2025-03-20,8.45
2025-03-21,13.5
2025-03-22,14.95
2025-03-23,12.65
2025-03-24,16.7
2025-03-25,14.05
2025-03-26,13.5
2025-03-27,11.55
2025-03-28,5.8
2025-03-29,4.35
2025-03-30,4.05
2025-03-31,7.4
2025-04-01,9.65
2025-04-02,8.65
2025-04-03,8.55
2025-04-04,9.1
2025-04-05,10.8
2025-04-06,10.55
2025-04-07,13.55
2025-04-08,14.55
2025-04-09,12.9
2025-04-10,12.25
2025-04-11,14.15
2025-04-12,14.05
2025-04-13,7.55
2025-04-14,8.0
2025-04-15,10.25
2025-04-16,16.85
2025-04-17,19.1
2025-04-18,18.0
2025-04-19,16.35
2025-04-20,15.0
2025-04-21,16.9
2025-04-22,14.1
2025-04-23,12.3
2025-04-24,15.75
2025-04-25,13.9
2025-04-26,15.65
2025-04-27,17.9
2025-04-28,15.1
2025-04-29,13.35
2025-04-30,18.7
2025-05-01,17.25
2025-05-02,13.95
2025-05-03,13.65
2025-05-04,14.8
2025-05-05,12.5
2025-05-06,12.3
2025-05-07,13.9
2025-05-08,16.9
2025-05-09,15.65
2025-05-10,13.6
2025-05-11,15.2
2025-05-12,18.6
2025-05-13,21.3
2025-05-14,22.15
2025-05-15,21.95
2025-05-16,21.9
2025-05-17,20.35
2025-05-18,17.75
2025-05-19,20.0
2025-05-20,25.15
2025-05-21,20.8
2025-05-22,18.2
2025-05-23,16.65
2025-05-24,14.9
2025-05-25,16.35
2025-05-26,18.55
2025-05-27,19.3
2025-05-28,18.05
2025-05-29,18.3
2025-05-30,17.75
2025-05-31,18.6
2025-06-01,18.8
2025-06-02,18.6
2025-06-03,20.7
2025-06-04,20.4
2025-06-05,22.3
2025-06-06,24.8
2025-06-07,24.35
2025-06-08,23.65
2025-06-09,24.05
2025-06-10,24.8
2025-06-11,23.95
2025-06-12,22.9
2025-06-13,22.35
2025-06-14,23.55
2025-06-15,22.2
2025-06-16,23.25
2025-06-17,25.35
2025-06-18,25.55
2025-06-19,27.45
2025-06-20,27.0
2025-06-21,24.0
2025-06-22,25.1
2025-06-23,24.55
2025-06-24,22.15
2025-06-25,21.4
2025-06-26,23.0
2025-06-27,26.55
2025-06-28,26.05
2025-06-29,28.6
2025-06-30,30.0
2025-07-01,30.25
2025-07-02,30.45
2025-07-03,29.75
2025-07-04,28.7
2025-07-05,29.95
2025-07-06,30.4
2025-07-07,29.6
2025-07-08,27.7
2025-07-09,27.6
2025-07-10,27.05
2025-07-11,27.05
2025-07-12,26.6
2025-07-13,25.2
2025-07-14,22.85
2025-07-15,23.75
2025-07-16,25.55
2025-07-17,25.5
2025-07-18,25.3
2025-07-19,27.25
2025-07-20,28.2
2025-07-21,29.65
2025-07-22,29.7
2025-07-23,29.15
2025-07-24,29.5
2025-07-25,30.2
2025-07-26,31.0
2025-07-27,31.6
2025-07-28,30.85
2025-07-29,28.75
2025-07-30,28.55
2025-07-31,28.85
2025-08-01,28.7
2025-08-02,29.15
2025-08-03,28.95
2025-08-04,27.35
2025-08-05,28.25
2025-08-06,27.45
2025-08-07,27.15
2025-08-08,26.05
2025-08-09,24.75
2025-08-10,26.1
2025-08-11,24.45
2025-08-12,25.35
2025-08-13,26.3
2025-08-14,28.3
2025-08-15,28.5
2025-08-16,29.15
2025-08-17,29.15
2025-08-18,29.2
2025-08-19,30.0
2025-08-20,30.15
2025-08-21,29.5
2025-08-22,30.1
2025-08-23,29.5
2025-08-24,29.65
2025-08-25,30.2
2025-08-26,29.1
2025-08-27,27.65
2025-08-28,28.0
2025-08-29,30.3
2025-08-30,28.6
2025-08-31,28.0
2025-09-01,28.9
2025-09-02,26.35
2025-09-03,26.55
2025-09-04,25.8
2025-09-05,26.9
2025-09-06,28.85
2025-09-07,26.1
2025-09-08,25.4
2025-09-09,22.8
2025-09-10,23.8
2025-09-11,24.45
2025-09-12,24.55
2025-09-13,23.55
2025-09-14,24.85
2025-09-15,26.25
2025-09-16,27.35
2025-09-17,24.25
2025-09-18,22.05
2025-09-19,21.75
2025-09-20,20.6
2025-09-21,20.6
2025-09-22,21.2
2025-09-23,21.95
2025-09-24,24.55
2025-09-25,23.9
2025-09-26,23.1
2025-09-27,22.0
2025-09-28,21.65
2025-09-29,20.4
2025-09-30,19.4
2025-10-01,21.05
2025-10-02,20.3
2025-10-03,19.65
2025-10-04,21.65
2025-10-05,21.75
2025-10-06,20.6
2025-10-07,20.9
2025-10-08,20.95
2025-10-09,20.3
2025-10-10,19.45
2025-10-11,20.1
2025-10-12,19.7
2025-10-13,19.15
2025-10-14,18.35
2025-10-15,19.45
2025-10-16,19.4
2025-10-17,19.6
2025-10-18,17.2
2025-10-19,16.9
2025-10-20,12.35
2025-10-21,12.3
2025-10-22,12.9
2025-10-23,14.85
2025-10-24,14.1
2025-10-25,14.2
2025-10-26,14.85
2025-10-27,11.05
2025-10-28,9.15
2025-10-29,10.35
2025-10-30,14.0
2025-10-31,13.95
2025-11-01,14.3
2025-11-02,11.55
2025-11-03,9.05
2025-11-04,12.0
2025-11-05,12.05
2025-11-06,12.2
2025-11-07,13.4
2025-11-08,13.75
2025-11-09,14.7
2025-11-10,11.1
2025-11-11,9.8
2025-11-12,10.05
2025-11-13,12.9
2025-11-14,11.0
2025-11-15,9.7
2025-11-16,12.95
2025-11-17,9.0
2025-11-18,5.55
2025-11-19,6.3
2025-11-20,9.35
2025-11-21,8.85
2025-11-22,9.4
2025-11-23,10.65
2025-11-24,12.2
2025-11-25,9.05
2025-11-26,8.3
2025-11-27,8.2
2025-11-28,5.85
2025-11-29,8.65
2025-11-30,13.2
2025-12-01,9.8
2025-12-02,5.25
2025-12-03,-0.7
2025-12-04,1.5
2025-12-05,2.05
2025-12-06,4.75
2025-12-07,9.65
2025-12-08,7.25
2025-12-09,4.4
2025-12-10,7.6
2025-12-11,8.6
2025-12-12,3.55
2025-12-13,5.5
2025-12-14,3.85
2025-12-15,3.95
2025-12-16,6.95
2025-12-17,6.1
2025-12-18,4.35
2025-12-19,9.5
2025-12-20,11.25
2025-12-21,3.55
2025-12-22,1.25
2025-12-23,7.95
2025-12-24,6.5
2025-12-25,1.8
2025-12-26,-3.6
2025-12-27,0.0
2025-12-28,4.4
2025-12-29,7.2
2025-12-30,3.35
2025-12-31,-1.4
2026-01-01,-3.5
2026-01-02,-2.55
2026-01-03,0.35
2026-01-04,2.95
2026-01-05,2.35
2026-01-06,1.85
2026-01-07,2.55
2026-01-08,-1.1
2026-01-09,2.9
2026-01-10,4.8
2026-01-11,-3.4
2026-01-12,1.2
2026-01-13,2.05
2026-01-14,2.25
2026-01-15,9.85
2026-01-16,6.6
2026-01-17,3.9
2026-01-18,3.4
2026-01-19,1.65
2026-01-20,-2.35
2026-01-21,-3.9
2026-01-22,-5.0
2026-01-23,-1.4
2026-01-24,-0.85
2026-01-25,-2.35
2026-01-26,-1.3
2026-01-27,0.45
2026-01-28,-1.4
2026-01-29,-1.35
2026-01-30,-2.6
2026-01-31,-0.6
2026-02-01,-0.5
2026-02-02,-0.6
2026-02-03,2.35
2026-02-04,4.2
2026-02-05,7.2
2026-02-06,-0.05
2026-02-07,-3.0
2026-02-08,-4.35
2026-02-09,1.0
2026-02-10,3.5
2026-02-11,4.8
2026-02-12,4.2
2026-02-13,6.4
2026-02-14,9.0
2026-02-15,7.75
2026-02-16,1.9
2026-02-17,3.3
2026-02-18,2.45
2026-02-19,4.05
2026-02-20,7.2
2026-02-21,11.75
2026-02-22,11.65
2026-02-23,5.4
2026-02-24,3.75
2026-02-25,5.55
2026-02-26,8.1
2026-02-27,7.3
2026-02-28,6.55
2026-03-01,7.7
2026-03-02,5.9
2026-03-03,5.6
2026-03-04,5.2
2026-03-05,6.9
2026-03-06,4.8
2026-03-07,2.95
2026-03-08,3.3
2026-03-09,3.85
2026-03-10,3.8
2026-03-11,4.9
2026-03-12,4.45
2026-03-13,4.5
2026-03-14,6.15
2026-03-15,6.25
2026-03-16,6.95
2026-03-17,8.65
2026-03-18,8.0
2026-03-19,7.9
2026-03-20,8.2
2026-03-21,8.45
2026-03-22,11.1
2026-03-23,9.8
2026-03-24,11.3
2026-03-25,11.05
2026-03-26,11.35
2026-03-27,12.5
2026-03-28,10.7
2026-03-29,11.95
2026-03-30,13.8
2026-03-31,11.35
2026-04-01,12.05
2026-04-02,12.2
2026-04-03,15.5
2026-04-04,13.0
2026-04-05,12.4
2026-04-06,13.8
2026-04-07,9.65
2026-04-08,12.05
2026-04-09,14.05
2026-04-10,11.9
2026-04-11,14.3
2026-04-12,15.6
2026-04-13,16.25
2026-04-14,14.05
2026-04-15,14.45
2026-04-16,14.1
2026-04-17,14.25
2026-04-18,18.95
2026-04-19,17.35
2026-04-20,15.6
2026-04-21,14.85
2026-04-22,15.55
2026-04-23,14.2
2026-04-24,13.55
2026-04-25,16.4
2026-04-26,18.1
